,accident_year,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,local_authority_district,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,enhanced_severity_collision
pedestrian_crossing_physical_facilities,,0.14726271734242988,-0.10105284433685469,0.1453815766047587,-0.10114503615842083,-0.22125591219613122,0.07708314471739898,-0.039989805335789316,-0.06986352290197721,0.006581667645686107,,-0.0742211460878383,0.020953140434079608,0.05811265522268747,-0.25938065711047803,0.301963092813219,0.1950070446312206,0.16682763464454936,0.06710903713313614,0.6044303534280483,1.0,-0.0025849075326468177,0.16080662280410465,0.22780093225486692,0.4808866329633447,0.4860847107062901,-0.26792612812601635,0.3057950027347636,0.10352485518296595,-0.17027998951374598
light_conditions,,0.0016655283183103725,-0.0038657717352535248,0.0015175914683811568,-0.003842005955036031,0.009104059932152742,-0.051834494893052536,-0.07572445032071524,0.03338035272139857,0.009587861190408853,,-0.043958915670465636,0.009800245460904869,-0.01309056829046748,0.08429196708580959,-0.01914719511826977,-0.0552037038676653,-0.058035334123104604,-0.0006532108055775677,0.007891644783353599,-0.0025849075326468177,1.0,0.09779676244482285,0.1246267264421408,0.023176223247114058,0.02873376980557274,0.05891709898507288,-0.06626808898793203,-0.017251473230453746,0.00993604296692992
weather_conditions,,0.05017767641572723,-0.026165640104344103,0.04941962308197437,-0.02634260321641553,-0.07731001551918928,0.047390404310481325,-0.03438011988012919,-0.03730398022465626,0.0082558119570549,,0.0072474440621997805,-0.01257202134047862,0.08751385048501117,-0.056274422924492896,0.15471159303636237,0.0659514500152151,0.028747591563390927,-0.005287763658877108,0.23433854109460583,0.16080662280410465,0.09779676244482285,1.0,0.4364308203421905,0.23662419803248452,0.24277613835866368,-0.047903346004107776,0.16488729792445125,0.019593798730799274,-0.06835825996549996
road_surface_conditions,,0.05047061500892025,-0.042431367418131034,0.04924643504258739,-0.042611844655151714,-0.0864762015733346,0.03421580208573342,-0.017325833226263295,-0.017925990501916643,0.008825433809487353,,-0.003428014095987757,-0.017965073451413842,0.13672382539135383,-0.019830980202214563,0.23439445309728596,0.10839908400583459,0.031988346179688286,-0.011401668186507438,0.3326438677448614,0.22780093225486692,0.1246267264421408,0.4364308203421905,1.0,0.3697721338435848,0.3826079345659507,-0.01964338022719291,0.11202093208584443,0.006790267688728312,-0.09172420577339704
special_conditions_at_site,,0.09920219183226357,-0.0526984881519917,0.09812982445034278,-0.05302647792761231,-0.14283697662297584,0.0699750237179425,-0.006374780155907442,-0.04682025263959941,0.008704138866964731,,0.007081491381337047,-0.025627329455320647,0.13562576120994418,-0.09315530518710474,0.31570633375682167,0.13922325385777673,0.05705039629551458,-0.01116522524980583,0.6759542649549193,0.4808866329633447,0.023176223247114058,0.23662419803248452,0.3697721338435848,1.0,0.7915483597952792,-0.08139611725902182,0.29990448495716443,0.04756038842845371,-0.0964420685160536
carriageway_hazards,,0.09496120094330875,-0.04618544392213963,0.09383252441617425,-0.046523610782320916,-0.13141181735820645,0.06356835212920653,-0.010160766532600061,-0.04448522191189543,0.005311101578874141,,0.013138637518526872,-0.029580906011841882,0.14252224130197994,-0.09207509325515997,0.32157084023793364,0.13836422780921234,0.05349139870154066,-0.014159200315849085,0.682464365200634,0.4860847107062901,0.02873376980557274,0.24277613835866368,0.3826079345659507,0.7915483597952792,1.0,-0.08333299472437865,0.2880408766148281,0.043473890169722286,-0.08344159690413502
urban_or_rural_area,,-0.1321772341979386,0.052624629252008386,-0.12984363344404448,0.05210000145128934,0.29450861559593233,-0.09740129139593201,0.04656995292532113,0.14730887873342205,-0.006781687028396585,,-0.18126189929297926,0.006391777515138853,-0.05596847051740906,0.6776762762364895,-0.1421658561940028,-0.23978029820917107,-0.2763200423079638,-0.022408513128325386,-0.14799928329916867,-0.26792612812601635,0.05891709898507288,-0.047903346004107776,-0.01964338022719291,-0.08139611725902182,-0.08333299472437865,1.0,-0.20111135607071115,-0.1916633439027059,0.13602830745240116
did_police_officer_attend_scene_of_accident,,0.15658280920992043,-0.11990794065929303,0.15636673208851587,-0.11993143017607748,-0.182968548057396,0.20793075064695346,-0.010010841525807274,-0.13162725631060276,0.007951662772479606,,0.05227178980361884,-0.03963998245804744,0.07230483382073911,-0.23861810895711802,0.277124108706954,0.15429338178190202,0.09662948433604762,0.0022347798745907125,0.41325177150768355,0.3057950027347636,-0.06626808898793203,0.16488729792445125,0.11202093208584443,0.29990448495716443,0.2880408766148281,-0.20111135607071115,1.0,0.14178870883715317,-0.12590881843705534
trunk_road_flag,,0.4795529243729088,-0.4061836161151196,0.4938067595168304,-0.40457292223986313,-0.628011573062803,0.0890034637844302,-0.0002208935102742473,-0.057094970067432325,0.006676330147771621,,0.13367331530993656,-0.01597021428025038,0.06938809964760054,-0.24518588751983605,0.06683263901275108,0.11587080630356739,0.12768625239693102,-0.007079099098176796,0.07517569108988897,0.10352485518296595,-0.017251473230453746,0.019593798730799274,0.006790267688728312,0.04756038842845371,0.043473890169722286,-0.1916633439027059,0.14178870883715317,1.0,-0.1043938650540969
enhanced_severity_collision,,-0.1437280114059284,0.32502043317097856,-0.14481973917008045,0.3236305275490972,0.27680096534210497,-0.33489355785463293,-0.011967136585609914,0.07334559647910019,0.00130784498635777,,0.07328699577359576,0.03430067740526174,-0.003896469052368116,0.16912578845328166,-0.1618320587976878,-0.17383306773348864,-0.13552315451255545,0.010402806378967809,-0.15882226569981542,-0.17027998951374598,0.00993604296692992,-0.06835825996549996,-0.09172420577339704,-0.0964420685160536,-0.08344159690413502,0.13602830745240116,-0.12590881843705534,-0.1043938650540969,1.0
